"state","communityname","PctLess9thGrade","PctNotHSGrad","PctBSorMore"
34,"Hanovertownship",0.21,0.25,0.56
38,"WestFargocity",0.25,0.23,0.23
25,"Graftontown",0.22,0.29,0.39
34,"Patersoncity",0.78,0.8,0.12
13,"Brunswickcity",0.52,0.66,0.15
40,"Sapulpacity",0.38,0.51,0.18
40,"OklahomaCitycity",0.24,0.37,0.34
9,"EastHartfordtown",0.34,0.45,0.2
18,"Andersoncity",0.34,0.5,0.18
28,"Gulfportcity",0.3,0.43,0.28
13,"Thomasvillecity",0.55,0.61,0.29
22,"BossierCitycity",0.19,0.31,0.24
34,"EastBrunswicktownship",0.14,0.18,0.67
34,"Deptfordtownship",0.27,0.46,0.19
48,"Pearlandcity",0.18,0.24,0.35
34,"Newarkcity",0.76,0.87,0.12
48,"PortNechescity",0.16,0.25,0.28
51,"Petersburgcity",0.6,0.67,0.2
28,"OceanSpringscity",0.17,0.27,0.41
12,"Naplescity",0.11,0.17,0.62
51,"Winchestercity",0.51,0.54,0.29
38,"GrandForkscity",0.25,0.23,0.47
48,"Rockwallcity",0.2,0.22,0.6
54,"Parkersburgcity",0.47,0.54,0.19
47,"Greenevilletown",0.76,0.67,0.26
54,"Morgantowncity",0.21,0.24,0.72
29,"CapeGirardeaucity",0.39,0.39,0.39
55,"Racinecity",0.35,0.48,0.22
21,"Frankfortcity",0.36,0.39,0.36
4,"Peoriacity",0.19,0.27,0.26
37,"RoanokeRapidscity",0.47,0.6,0.17
46,"Watertowncity",0.48,0.4,0.21
34,"Raritantownship",0.13,0.15,0.69
12,"Orlandocity",0.26,0.37,0.36
48,"Vidorcity",0.38,0.58,0.07
42,"Berwickborough",0.44,0.58,0.08
55,"Appletoncity",0.25,0.25,0.38
42,"WestMifflinborough",0.21,0.38,0.16
48,"Kingsvillecity",0.7,0.63,0.32
42,"Astontownship",0.23,0.32,0.32
45,"Charlestoncity",0.32,0.4,0.47
51,"Salemcity",0.36,0.41,0.28
25,"Clintontown",0.3,0.36,0.26
6,"LaHabracity",0.34,0.4,0.28
6,"Vacavillecity",0.17,0.29,0.26
23,"Lewistoncity",0.72,0.64,0.14
25,"Lawrencecity",0.74,0.76,0.14
28,"Greenwoodcity",0.74,0.73,0.29
34,"Lindencity",0.45,0.55,0.18
34,"RoselleParkborough",0.24,0.36,0.36
25,"Foxboroughtown",0.08,0.15,0.43
6,"Beniciacity",0.09,0.14,0.53
6,"CulverCitycity",0.21,0.26,0.57
34,"Eveshamtownship",0.1,0.15,0.6
45,"Summervilletown",0.19,0.27,0.41
6,"Victorvillecity",0.29,0.43,0.15
39,"Piquacity",0.26,0.53,0.13
48,"Levellandcity",0.59,0.62,0.2
5,"Bentonvillecity",0.32,0.4,0.18
4,"Tempecity",0.11,0.15,0.6
25,"Quincycity",0.19,0.28,0.37
39,"Barbertoncity",0.29,0.54,0.11
9,"Naugatucktown",0.32,0.37,0.26
39,"Springfieldtownship",0.28,0.44,0.2
34,"PointPleasantborough",0.21,0.31,0.31
25,"Chelmsfordtown",0.08,0.14,0.61
18,"Warsawcity",0.28,0.4,0.28
49,"SouthJordancity",0.05,0.13,0.36
1,"Prattvillecity",0.29,0.43,0.29
40,"SandSpringscity",0.25,0.43,0.22
6,"Dixoncity",0.38,0.39,0.28
53,"Kentcity",0.12,0.21,0.33
48,"Bedfordcity",0.05,0.09,0.55
12,"Tamaraccity",0.24,0.41,0.21
34,"PalisadesParkborough",0.36,0.37,0.42
21,"Louisvillecity",0.44,0.57,0.26
23,"Bangorcity",0.2,0.27,0.39
34,"Keansburgborough",0.36,0.64,0.06
6,"Pomonacity",0.75,0.71,0.2
29,"WebsterGrovescity",0.12,0.16,0.77
39,"Wilmingtoncity",0.29,0.38,0.27
6,"Ridgecrestcity",0.12,0.21,0.43
12,"Gulfportcity",0.3,0.48,0.23
34,"Cinnaminsontownship",0.17,0.23,0.45
6,"SouthElMontecity",1,1,0.03
24,"Westminstercity",0.32,0.42,0.34
48,"Brownwoodcity",0.56,0.62,0.23
36,"Beaconcity",0.44,0.51,0.24
48,"SouthHoustoncity",0.98,0.93,0.04
6,"SuisunCitycity",0.24,0.29,0.19
6,"SantaBarbaracity",0.35,0.35,0.53
6,"FountainValleycity",0.13,0.17,0.5
6,"ThousandOakscity",0.11,0.15,0.57
6,"ElCentrocity",0.8,0.72,0.2
55,"Cudahycity",0.3,0.39,0.13
34,"MountOlivetownship",0.11,0.17,0.48
29,"Grandviewcity",0.13,0.23,0.27
29,"Hazelwoodcity",0.2,0.29,0.32
34,"Readingtontownship",0.15,0.2,0.57
34,"Garfieldcity",0.78,0.7,0.17
34,"Warrentownship",0.11,0.15,0.71
42,"EastNorritontownship",0.16,0.26,0.43
29,"BellefontaineNeighborscity",0.65,0.59,0.17
19,"Newtoncity",0.28,0.35,0.24
34,"Berkeleytownship",0.47,0.68,0.09
33,"Berlincity",0.6,0.62,0.09
35,"Alamogordocity",0.26,0.3,0.26
36,"Cortlandcity",0.28,0.43,0.34
54,"Charlestoncity",0.31,0.39,0.46
6,"Tustincity",0.18,0.22,0.41
47,"Smyrnatown",0.33,0.51,0.16
4,"ApacheJunctioncity",0.35,0.52,0.1
6,"Novatocity",0.1,0.12,0.51
13,"Lawrencevillecity",0.28,0.42,0.33
6,"Westminstercity",0.35,0.42,0.28
41,"Ashlandcity",0.1,0.15,0.7
34,"Hopewelltownship",0.12,0.17,0.76
18,"FortWaynecity",0.25,0.39,0.24
25,"Oxfordtown",0.26,0.44,0.25
6,"SantaClaritacity",0.12,0.19,0.41
6,"Camarillocity",0.15,0.19,0.43
39,"Conneautcity",0.22,0.47,0.08
6,"SanDiegocity",0.28,0.29,0.48
34,"Hazlettownship",0.2,0.35,0.28
37,"Concordcity",0.47,0.59,0.22
5,"LittleRockcity",0.21,0.3,0.49
5,"Jacksonvillecity",0.19,0.28,0.18
45,"GooseCreekcity",0.13,0.2,0.21
38,"Willistoncity",0.43,0.4,0.27
39,"ClevelandHeightscity",0.12,0.18,0.74
6,"SantaMariacity",0.65,0.6,0.15
36,"Poughkeepsiecity",0.44,0.55,0.34
36,"MountVernoncity",0.4,0.51,0.32
18,"Indianapoliscity",0.24,0.4,0.34
6,"RedwoodCitycity",0.28,0.31,0.43
25,"Westfordtown",0.1,0.14,0.64
34,"RedBankborough",0.37,0.41,0.45
6,"SanFranciscocity",0.39,0.37,0.57
45,"Caycecity",0.35,0.46,0.25
1,"Decaturcity",0.36,0.45,0.32
6,"Redlandscity",0.19,0.25,0.5
39,"Englewoodcity",0.16,0.26,0.29
37,"Tarborotown",0.54,0.62,0.24
53,"Kirklandcity",0.07,0.11,0.59
25,"Arlingtontown",0.14,0.18,0.68
47,"Maryvillecity",0.49,0.49,0.38
9,"Betheltown",0.17,0.21,0.52
34,"Rahwaycity",0.29,0.39,0.27
25,"Tauntoncity",0.64,0.58,0.18
9,"Hamdentown",0.24,0.24,0.52
42,"SpringGardentownship",0.19,0.26,0.49
13,"ForestParkcity",0.39,0.62,0.1
39,"Maumeecity",0.08,0.16,0.33
1,"AlexanderCitycity",0.57,0.7,0.21
9,"Southingtontown",0.27,0.35,0.34
44,"Burrillvilletown",0.47,0.51,0.24
28,"Columbuscity",0.51,0.62,0.29
12,"TempleTerracecity",0.08,0.11,0.65
6,"Seasidecity",0.33,0.37,0.22
9,"Waterburytown",0.52,0.58,0.21
25,"Walthamcity",0.3,0.35,0.42
6,"Ontariocity",0.5,0.55,0.16
