"state","communityname","PolicReqPerOffic","PolicPerPop","RacialMatchCommPol","PctPolicWhite","PctPolicBlack","PctPolicHisp","PctPolicAsian","PctPolicMinor","OfficAssgnDrugUnits","NumKindsDrugsSeiz","PolicAveOTWorked","LandArea","PopDens","PctUsePubTrans","PolicCars","PolicOperBudg","LemasPctPolicOnPatr","LemasGangUnitDeploy","LemasPctOfficDrugUn","PolicBudgPerPop","ViolentCrimesPerPop"
34,"WestNewYorktown",0.2,0.26,0.82,0.76,0,0.4,0,0.26,0.02,0.5,0.48,0,1,1,0,0.01,0.77,0,0.51,0.18,0.23
6,"MillValleycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.23,0.73,NA,NA,NA,NA,0,NA,0.12
48,"LiveOakcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.18,0.02,NA,NA,NA,NA,0,NA,0.11
35,"Portalescity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.18,0,NA,NA,NA,NA,0,NA,0.12
42,"Fallstownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.13,0.16,NA,NA,NA,NA,0,NA,0.06
51,"Manassascity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.23,0.06,NA,NA,NA,NA,0,NA,0.12
6,"PalosVerdesEstatescity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.23,0.05,NA,NA,NA,NA,0,NA,0.04
6,"Mantecacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.39,0,NA,NA,NA,NA,0,NA,0.25
53,"Tacomacity",0.54,0.1,0.66,0.87,0.04,0,0.8,0.11,0.04,0.93,0.32,0.14,0.31,0.22,0.25,0.09,0.84,1,0.45,0.21,0.76
25,"Harwichtown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.04,0.03,NA,NA,NA,NA,0,NA,0.15
36,"Kingstoncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.26,0.09,NA,NA,NA,NA,0,NA,0.14
1,"Athenscity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,0.05,0,NA,NA,NA,NA,0,NA,0.23
45,"Greercity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.17,0,NA,NA,NA,NA,0,NA,0.55
53,"WallaWallacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.21,0.07,NA,NA,NA,NA,0,NA,0.37
37,"Goldsborocity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.16,0.01,NA,NA,NA,NA,0,NA,0.61
22,"LakeCharlescity",0.19,0.16,0.58,0.62,0.59,0,0,0.41,0.03,0.79,0.38,0.09,0.18,0.05,0.07,0.01,0,0,0.72,0.07,0.37
41,"Salemcity",0.28,0.09,0.81,1,0,0,0,0,0.05,0.43,0.34,0.12,0.22,0.14,0.05,0.03,0.49,0,1,0.11,0.14
34,"Hobokencity",0.25,0.39,1,0.65,0.12,0.46,0,0.39,0.05,0.71,0,0,1,1,0.02,0.02,0.7,0,1,0.32,0.32
36,"Syracusecity",0.24,0.27,0.6,0.89,0.17,0,0,0.12,0.12,0.21,0.24,0.07,0.55,0.61,0.14,0.1,0.45,0,0.78,0.27,0.35
12,"Sunrisecity",0.22,0.15,0.94,0.87,0.08,0.11,0.15,0.14,0.03,0.86,0.04,0.05,0.3,0.06,0.11,0.02,0.81,0.5,0.58,0.13,0.21
10,"Dovercity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.11,0.03,NA,NA,NA,NA,0,NA,0.37
29,"Crestwoodcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.29,0.07,NA,NA,NA,NA,0,NA,0.05
9,"Clintontown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.06,0.05,NA,NA,NA,NA,0,NA,0.03
34,"Brigantinecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.15,0.37,NA,NA,NA,NA,0,NA,0.14
25,"Gardnercity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.08,0.02,NA,NA,NA,NA,0,NA,0.34
34,"GlenRockborough",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.33,0.76,NA,NA,NA,NA,0,NA,0.03
25,"Westwoodtown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.09,0.42,NA,NA,NA,NA,0,NA,0.03
34,"Jacksontownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,0.03,0.2,NA,NA,NA,NA,0,NA,0.03
42,"Middletowntownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.19,0.2,NA,NA,NA,NA,0,NA,0.04
28,"Starkvillecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.12,0.03,NA,NA,NA,NA,0,NA,0.29
34,"Bridgetoncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.25,0.21,NA,NA,NA,NA,0,NA,0.93
39,"Troycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.19,0.03,NA,NA,NA,NA,0,NA,0.05
33,"Laconiacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.06,0.02,NA,NA,NA,NA,0,NA,0.26
6,"AppleValleytown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,0.06,0.02,NA,NA,NA,NA,0,NA,0.28
25,"Pittsfieldcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,0.1,0.17,NA,NA,NA,NA,0,NA,0.22
48,"Grapevinecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,0.08,0.02,NA,NA,NA,NA,0,NA,0.12
34,"Haddontownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.46,0.66,NA,NA,NA,NA,0,NA,0.13
33,"Merrimacktown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,0.06,0.02,NA,NA,NA,NA,0,NA,0.01
6,"Palmdalecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,0.07,0.05,NA,NA,NA,NA,0,NA,0.49
6,"ElSegundocity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.23,0.04,NA,NA,NA,NA,0,NA,0.18
6,"GardenGrovecity",0.26,0.09,0.53,0.49,0.04,0.17,0.52,0.19,0.02,0.43,0.58,0.05,0.67,0.17,0.05,0.05,0.78,0.5,0.37,0.15,0.25
34,"CliffsideParkborough",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,0,NA,0.05
22,"Shreveportcity",0.84,0.2,0.68,0.51,0.77,0,0.13,0.54,0.17,0.64,0.34,0.29,0.17,0.19,0.25,0.04,0.45,0.5,1,0.09,0.53
21,"Danvillecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.19,0.02,NA,NA,NA,NA,0,NA,0.32
6,"Highlandcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.21,0.06,NA,NA,NA,NA,0,NA,0.36
12,"DeerfieldBeachcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.37,0.08,NA,NA,NA,NA,0,NA,0.34
36,"Uticacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.35,0.28,NA,NA,NA,NA,0,NA,0.18
45,"Aikencity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.12,0,NA,NA,NA,NA,0,NA,0.21
6,"Fullertoncity",0.21,0.11,0.71,0.8,0,0.26,0.37,0.21,0.04,0.93,0.45,0.06,0.43,0.13,0.05,0.04,0.78,1,0.75,0.17,0.22
29,"Berkeleycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.21,0.23,NA,NA,NA,NA,0,NA,0.35
27,"Minneapoliscity",0.26,0.21,0.66,0.87,0.08,0.06,0.09,0.1,0.06,0.71,0.2,0.16,0.56,0.92,0.31,0.15,0.09,0.5,0.22,0.17,0.75
21,"Florencecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.19,0.12,NA,NA,NA,NA,0,NA,0.19
36,"Oneontacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.27,0.23,NA,NA,NA,NA,0,NA,0.05
6,"Carpinteriacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.42,0.16,NA,NA,NA,NA,0,NA,0.2
25,"Swanseatown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.06,0.02,NA,NA,NA,NA,0,NA,0.08
13,"Alpharettacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.06,0.06,NA,NA,NA,NA,0,NA,0.03
9,"Windsortown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.08,0.17,NA,NA,NA,NA,0,NA,0.03
21,"Nicholasvillecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.18,0,NA,NA,NA,NA,0,NA,0.19
23,"Auburncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,0.03,0.03,NA,NA,NA,NA,0,NA,0.03
55,"Superiorcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.06,0.1,NA,NA,NA,NA,0,NA,0.11
45,"WestColumbiacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.18,0.07,NA,NA,NA,NA,0,NA,0.78
25,"Medfordcity",0.02,0.2,0.98,0.91,0.11,0.04,0,0.1,0.02,0.64,0.17,0.02,0.59,0.94,0,0.01,0.34,0,0.52,0.15,0.32
40,"Enidcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,0.05,0.01,NA,NA,NA,NA,0,NA,0.37
6,"Pinolecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.28,0.31,NA,NA,NA,NA,0,NA,0.33
5,"Bentoncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.1,0,NA,NA,NA,NA,0,NA,0.19
40,"Stillwatercity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.11,0.01,NA,NA,NA,NA,0,NA,0.11
6,"Tracycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.29,0.03,NA,NA,NA,NA,0,NA,0.29
34,"Totowaborough",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.21,0.12,NA,NA,NA,NA,0,NA,0.08
55,"Fitchburgcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.04,0.17,NA,NA,NA,NA,0,NA,0.1
12,"FortMyerscity",0.29,0.26,0.36,0.91,0.13,0.02,0,0.1,0.05,0.5,0.21,0.06,0.17,0.11,0.01,0.02,0.85,0.5,1,0.19,1
34,"Weehawkentownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,0,NA,0.24
48,"CedarHillcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.05,0.06,NA,NA,NA,NA,0,NA,0.04
48,"Lubbockcity",0.3,0.13,0.78,0.8,0.03,0.3,0,0.22,0.05,0.57,0.25,0.3,0.15,0.05,0.32,0.05,0.88,1,0.48,0.1,0.27
22,"Kennercity",0.32,0.14,0.74,0.84,0.26,0,0,0.18,0.02,0.5,0.42,0.04,0.4,0.12,0.11,0,0.74,0,0.53,0.04,0.5
56,"Sheridancity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.15,0,NA,NA,NA,NA,0,NA,0.06
6,"Montebellocity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.6,0.33,NA,NA,NA,NA,0,NA,0.53
1,"Jaspercity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.05,0.03,NA,NA,NA,NA,0,NA,0.53
40,"Edmondcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.05,0.02,NA,NA,NA,NA,0,NA,0.07
55,"BeaverDamcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.25,0.01,NA,NA,NA,NA,0,NA,0.11
53,"Kelsocity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.13,0.02,NA,NA,NA,NA,0,NA,0.31
35,"Roswellcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.13,0,NA,NA,NA,NA,0,NA,0.34
51,"Chesapeakecity",0.31,0.12,0.62,0.82,0.27,0.01,0.07,0.2,0.04,0.36,0.03,0.99,0.04,0.06,0.24,0.02,0.71,1,0.47,0.05,0.18
6,"RanchoCucamongacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.22,0.03,NA,NA,NA,NA,0,NA,0.14
16,"IdahoFallscity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.25,0.95,NA,NA,NA,NA,0,NA,0.14
55,"Monroecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.21,0,NA,NA,NA,NA,0,NA,0.03
9,"Waterfordtown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,0.04,0.04,NA,NA,NA,NA,0,NA,0.14
12,"HainesCitycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.12,0.1,NA,NA,NA,NA,0,NA,0.45
39,"Bexleycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.45,0.16,NA,NA,NA,NA,0,NA,0.12
35,"Gallupcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.14,0.01,NA,NA,NA,NA,0,NA,0.66
40,"BrokenArrowcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,0.12,0,NA,NA,NA,NA,0,NA,0.07
24,"Laurelcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.51,0.25,NA,NA,NA,NA,0,NA,0.26
48,"Missioncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.17,0.02,NA,NA,NA,NA,0,NA,0.07
55,"Sheboygancity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.31,0.13,NA,NA,NA,NA,0,NA,0.06
47,"JohnsonCitycity",0.2,0.2,0.89,0.97,0.04,0,0,0.03,0,0.43,0.09,0.09,0.13,0.05,0.09,0.01,0.63,0,0,0.12,0.1
39,"Greenvillecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.22,0.02,NA,NA,NA,NA,0,NA,0.04
48,"DeSotocity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.12,0.04,NA,NA,NA,NA,0,NA,0.11
37,"Ashevillecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.15,0.15,NA,NA,NA,NA,0,NA,0.29
39,"ForestParkcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.25,0.21,NA,NA,NA,NA,0,NA,0.13
55,"WisconsinRapidscity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.13,0,NA,NA,NA,NA,0,NA,0.11
39,"SevenHillscity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.21,0.14,NA,NA,NA,NA,0,NA,0.02
34,"Lakewoodtownship",0.26,0.19,0.82,0.81,0.16,0.14,0,0.19,0.02,0.36,0.17,0.07,0.15,0.22,0.02,0.02,0.78,1,0.66,0.23,0.24
45,"Columbiacity",0.47,0.24,0,0.06,0.02,0.01,0,0.02,0.18,0.14,0.17,0.34,0.07,0.27,0.26,0.04,0.56,0.5,1,0.19,0.87
48,"Rowlettcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.1,0.07,NA,NA,NA,NA,0,NA,0.14
24,"Cumberlandcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.24,0.08,NA,NA,NA,NA,0,NA,0.46
6,"Alamedacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.59,0.81,NA,NA,NA,NA,0,NA,0.25
25,"Nortontown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.04,0.16,NA,NA,NA,NA,0,NA,0.08
49,"BrighamCitycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.1,0.04,NA,NA,NA,NA,0,NA,0.04
5,"ForrestCitycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.08,0.02,NA,NA,NA,NA,0,NA,0.54
4,"Chandlercity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.16,0.04,NA,NA,NA,NA,0,NA,0.09
32,"Sparkscity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.31,0.15,NA,NA,NA,NA,0,NA,0.2
36,"Amsterdamcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.29,0.15,NA,NA,NA,NA,0,NA,0.02
36,"Canandaiguacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.19,0.04,NA,NA,NA,NA,0,NA,0.04
42,"Brentwoodborough",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.63,1,NA,NA,NA,NA,0,NA,0.1
6,"LaPuentecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.89,0.29,NA,NA,NA,NA,0,NA,0.69
13,"Hinesvillecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.15,0.02,NA,NA,NA,NA,0,NA,0.13
55,"Ashwaubenonvillage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.13,0.03,NA,NA,NA,NA,0,NA,0.06
24,"Salisburycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.17,0.06,NA,NA,NA,NA,0,NA,0.91
25,"Somersettown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.18,0.02,NA,NA,NA,NA,0,NA,0.04
6,"Paramountcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.85,0.2,NA,NA,NA,NA,0,NA,0.81
49,"Roycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.3,0.07,NA,NA,NA,NA,0,NA,0.15
34,"Marlborotownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,0.08,0.73,NA,NA,NA,NA,0,NA,0.07
6,"Piedmontcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.53,0.51,NA,NA,NA,NA,0,NA,0.06
34,"Dumontborough",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.72,0.59,NA,NA,NA,NA,0,NA,0.02
2,"Fairbankscity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,0.08,0.07,NA,NA,NA,NA,0,NA,0.31
47,"Brentwoodcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.05,0.03,NA,NA,NA,NA,0,NA,0.03
6,"Azusacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.38,0.14,NA,NA,NA,NA,0,NA,0.27
48,"Gainesvillecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.09,0.01,NA,NA,NA,NA,0,NA,0.11
48,"DeerParkcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.22,0,NA,NA,NA,NA,0,NA,0.09
55,"WhitefishBayvillage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.56,0.13,NA,NA,NA,NA,0,NA,0.01
12,"Kissimmeecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.2,0.02,NA,NA,NA,NA,0,NA,0.5
48,"Humblecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.1,0.06,NA,NA,NA,NA,0,NA,0.32
8,"Denvercity",0.5,0.25,0.9,0.62,0.17,0.43,0.03,0.38,0.19,0.57,0.16,0.45,0.25,0.46,0.68,0.27,0.62,0.5,0.41,0.22,0.43
9,"NewBritaintown",0.17,0.19,0.74,0.9,0.09,0.07,0,0.11,0.04,0.5,0.38,0.04,0.47,0.17,0.03,0.02,0.62,0,0.72,0.18,0.3
34,"Randolphtownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.08,0.11,NA,NA,NA,NA,0,NA,0.02
6,"Hollistercity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.28,0.02,NA,NA,NA,NA,0,NA,0.38
23,"Oronotown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.05,0.06,NA,NA,NA,NA,0,NA,0.01
55,"ChippewaFallscity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.11,0.01,NA,NA,NA,NA,0,NA,0.02
53,"MercerIslandcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.27,0.36,NA,NA,NA,NA,0,NA,0.04
4,"Mesacity",1,0.1,0.94,0.87,0.03,0.16,0.05,0.13,0.04,0.5,0.33,0.32,0.22,0.05,0.32,0.09,0.92,0.5,0.27,0.11,0.3
36,"Buffalocity",0.35,0.33,0.76,0.59,0.49,0.16,0,0.43,0.12,0.79,0.07,0.12,0.68,0.75,0.25,0.32,0.86,0.5,0.33,0.44,0.8
34,"Walltownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,0.05,0.12,NA,NA,NA,NA,0,NA,0.03
25,"EastLongmeadowtown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.09,0.03,NA,NA,NA,NA,0,NA,0.11
1,"Gadsdencity",0.41,0.2,0.63,0.73,0.28,0.03,0.75,0.28,0.01,0.64,0.58,0.1,0.1,0.01,0.06,0.01,0.41,0.5,0.42,0.11,0.9
9,"Middletowntown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,0.09,0.12,NA,NA,NA,NA,0,NA,0.09
12,"PuntaGordacity",0.18,1,0.96,0.92,0.08,0.04,0,0.08,0.05,0.64,0.15,0.04,0.06,0,0.24,0.02,0.44,0,0.71,0.99,0.17
49,"SouthOgdencity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.32,0.13,NA,NA,NA,NA,0,NA,0.07
9,"Bridgeporttown",0.26,0.29,0.75,0.52,0.37,0.4,0,0.53,0.09,0.93,0.01,0.04,0.74,0.36,0.1,0.06,0,0,0.63,0.21,0.79
48,"TexasCitycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,0.05,0.01,NA,NA,NA,NA,0,NA,0.28
34,"Wyckofftownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.2,0.37,NA,NA,NA,NA,0,NA,0.02
33,"Nashuacity",0.25,0.18,0.94,0.97,0.02,0.03,0,0.03,0.03,0.36,0.41,0.09,0.21,0.06,0.02,0.03,0.69,1,0.52,0.16,0.03
21,"Radcliffcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.16,0.01,NA,NA,NA,NA,0,NA,0.15
50,"Burlingtoncity",0.29,0.22,0.93,1,0,0,0,0,0.01,0.64,0.39,0.03,0.31,0.19,0.01,0.01,0.8,0,0.23,0.22,0.07
25,"SouthHadleytown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.08,0.05,NA,NA,NA,NA,0,NA,0.08
48,"Lufkincity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.11,0.02,NA,NA,NA,NA,0,NA,0.33
42,"Kingstonborough",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.57,0.1,NA,NA,NA,NA,0,NA,0.05
34,"Lindenwoldborough",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.4,0.73,NA,NA,NA,NA,0,NA,0.25
34,"Ewingtownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.19,0.13,NA,NA,NA,NA,0,NA,0.09
48,"Angletoncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.15,0,NA,NA,NA,NA,0,NA,0.23
33,"Goffstowntown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.03,0.01,NA,NA,NA,NA,0,NA,0.06
34,"GloucesterCitycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.48,0.18,NA,NA,NA,NA,0,NA,0.07
18,"Speedwaytown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.23,0.09,NA,NA,NA,NA,0,NA,0.08
6,"TwentyninePalms-MorongoValle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.02,NA,NA,NA,NA,0,NA,0.42
55,"Mequoncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.03,0.06,NA,NA,NA,NA,0,NA,0
40,"Yukoncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.07,0.02,NA,NA,NA,NA,0,NA,0.05
55,"SouthMilwaukeecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.37,0.16,NA,NA,NA,NA,0,NA,0.05
6,"SanRamoncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.26,0.11,NA,NA,NA,NA,0,NA,0.03
34,"SouthBrunswicktownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,0.05,0.36,NA,NA,NA,NA,0,NA,0.06
24,"Annapoliscity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.44,0.28,NA,NA,NA,NA,0,NA,0.59
22,"Natchitochescity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.14,0,NA,NA,NA,NA,0,NA,0.33
25,"Barnstabletown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,0.06,0.07,NA,NA,NA,NA,0,NA,0.75
21,"Madisonvillecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.1,0.01,NA,NA,NA,NA,0,NA,0.43
5,"Arkadelphiacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.12,0.03,NA,NA,NA,NA,0,NA,0.02
28,"Brandoncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.08,0,NA,NA,NA,NA,0,NA,0.09
42,"LowerMorelandtownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.13,0.3,NA,NA,NA,NA,0,NA,0.03
55,"Wauwatosacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.31,0.15,NA,NA,NA,NA,0,NA,0.07
